chr start_position(hg38) RY1 RY2 RY3 RY4 WS1 WS2 WS3 WS4
17 66798578 825 335 805 355 341 819 813 347
17 66798580 335 825 351 809 784 376 384 776
17 66798581 829 331 805 355 350 810 808 352
17 66798583 342 818 354 806 791 369 389 771
17 66798584 817 343 801 359 347 813 799 361
17 66798586 342 818 356 804 788 372 390 770
17 66798587 818 342 802 358 348 812 806 354
17 66798589 332 828 354 806 791 369 389 771
17 66798590 825 335 805 355 345 815 811 349
17 66798592 338 822 358 802 790 370 388 772
17 66798593 821 339 801 359 338 822 802 358
17 66798595 338 822 360 800 790 370 392 768
17 66798596 819 341 799 361 352 808 812 348
17 66798598 338 822 356 804 776 384 384 776
17 66798599 823 337 799 361 349 811 811 349
17 66798601 340 820 360 800 782 378 392 768
17 66798602 818 342 802 358 354 806 808 352
17 66798604 336 824 358 802 782 378 396 764
17 66798605 817 343 797 363 347 813 801 359
17 66798607 345 815 359 801 786 374 398 762
17 66798608 822 338 800 360 349 811 801 359
17 66798611 818 342 790 370 352 808 784 376
17 66798613 345 815 363 797 792 368 398 762
17 66798614 811 349 791 369 341 819 805 355
17 66798616 342 818 360 800 776 384 404 756
17 66798617 814 346 796 364 364 796 796 364
17 66798619 341 819 363 797 784 376 402 758
17 66798620 812 348 792 368 351 809 795 365
17 66798622 348 812 358 802 778 382 406 754
17 66798625 342 818 362 798 791 369 399 761
17 66798626 815 345 797 363 360 800 782 378
17 66798628 340 820 364 796 784 376 404 756
17 66798629 808 352 792 368 334 826 798 362
17 66798632 813 347 789 371 336 824 792 368
17 66798634 347 813 365 795 776 384 414 746
17 66798635 810 350 792 368 337 823 785 375
17 66798640 346 814 364 796 788 372 410 750
17 66798643 346 814 368 792 772 388 414 746
17 66798644 808 352 786 374 348 812 782 378
17 66798647 812 348 788 372 344 816 800 360
17 66798650 807 353 783 377 347 813 779 381
17 66798656 809 351 785 375 339 821 789 371
17 66798659 803 357 785 375 345 815 765 395
17 66798694 346 814 382 778 759 401 409 751
17 66798749 778 382 762 398 347 813 749 411
17 80313413 739 421 767 393 372 788 812 348
17 80313458 760 400 770 390 373 787 813 347
17 80313488 754 406 746 414 340 820 796 364
17 80313497 761 399 765 395 362 798 822 338
17 80313512 767 393 765 395 346 814 802 358
17 80313539 758 402 774 386 348 812 804 356
17 80313548 756 404 760 400 345 815 801 359
17 80313566 754 406 762 398 348 812 810 350
17 80313596 761 399 757 403 341 819 791 369
17 80313611 758 402 764 396 366 794 816 344
17 80313650 772 388 768 392 348 812 792 368
17 80313656 770 390 772 388 366 794 816 344
17 80313665 752 408 756 404 344 816 814 346
17 80313710 764 396 766 394 348 812 804 356
17 80313719 766 394 770 390 357 803 821 339
17 80313728 768 392 768 392 347 813 797 363
17 80313755 766 394 762 398 352 808 812 348
17 80313764 773 387 757 403 341 819 813 347
17 80313794 764 396 758 402 343 817 795 365
17 80313815 779 381 771 389 335 825 787 373
17 80313851 765 395 753 407 359 801 813 347
17 80313872 777 383 753 407 339 821 805 355
17 80313923 765 395 767 393 342 818 798 362
17 80313929 756 404 762 398 358 802 814 346
17 80313941 771 389 757 403 344 816 790 370
17 80313950 769 391 759 401 363 797 815 345
17 80313977 762 398 756 404 360 800 814 346
17 80313980 777 383 769 391 347 813 791 369
17 80314016 758 402 756 404 356 804 812 348
17 80314076 758 402 766 394 368 792 816 344
17 80314094 770 390 756 404 360 800 820 340
17 80314115 769 391 761 399 365 795 821 339
17 80314160 774 386 764 396 346 814 800 360
17 80314184 761 399 761 399 347 813 797 363
17 80314205 757 403 753 407 345 815 789 371
17 80314265 755 405 779 381 348 812 790 370
17 80314364 762 398 750 410 364 796 812 348
17 80314373 764 396 768 392 346 814 810 350
17 80314439 756 404 750 410 358 802 812 348
17 80314499 773 387 747 413 347 813 767 393
17 80314511 764 396 748 412 348 812 780 380
17 81531017 375 785 347 813 694 466 456 704
17 81531027 774 386 812 348 407 753 767 393
17 81531030 775 385 815 345 400 760 792 368
17 81531036 776 384 814 346 410 750 790 370
17 81531038 369 791 347 813 670 490 470 690
17 81531044 370 790 344 816 696 464 476 684
17 81531047 370 790 340 820 662 498 460 700
17 81531048 782 378 814 346 384 776 782 378
17 81531050 368 792 348 812 694 466 482 678
17 81531056 369 791 343 817 664 496 462 698
17 81531059 369 791 341 819 685 475 459 701
17 81531060 788 372 816 344 383 777 807 353
17 81531062 360 800 338 822 670 490 462 698
17 81531063 790 370 812 348 418 742 786 374
17 81531065 364 796 338 822 682 478 460 700
17 81531066 797 363 819 341 376 784 804 356
17 81531068 361 799 339 821 701 459 473 687
17 81531069 795 365 815 345 380 780 798 362
17 81531071 359 801 337 823 660 500 466 694
17 81531072 797 363 817 343 415 745 781 379
17 81531074 358 802 338 822 688 472 476 684
17 81531075 800 360 826 334 370 790 798 362
17 81531077 364 796 336 824 665 495 471 689
17 81531078 796 364 824 336 381 779 811 349
17 81531080 364 796 344 816 672 488 472 688
17 81531081 793 367 821 339 415 745 779 381
17 81531083 362 798 340 820 687 473 455 705
17 81531084 795 365 823 337 368 792 808 352
17 81531086 359 801 343 817 681 479 475 685
17 81531087 795 365 821 339 381 779 807 353
17 81531089 357 803 339 821 697 463 465 695
17 81531090 796 364 822 338 394 766 786 374
17 81531092 359 801 345 815 676 484 482 678
17 81531093 796 364 824 336 373 787 801 359
17 81531095 355 805 341 819 685 475 467 693
17 81531096 798 362 820 340 375 785 787 373
17 81531098 352 808 340 820 704 456 460 700
17 81531099 802 358 824 336 390 770 816 344
17 81531101 351 809 337 823 679 481 465 695
17 81531102 803 357 821 339 370 790 810 350
17 81531104 353 807 343 817 685 475 473 687
17 81531105 803 357 819 341 370 790 800 360
17 81531107 348 812 338 822 698 462 466 694
17 81531108 804 356 816 344 386 774 796 364
17 81531110 348 812 344 816 683 477 475 685
17 81531111 806 354 816 344 357 803 811 349
17 81531113 347 813 341 819 689 471 457 703
17 81531114 807 353 815 345 379 781 807 353
17 81531116 345 815 337 823 679 481 477 683
17 81531117 809 351 817 343 381 779 813 347
17 81531119 345 815 341 819 694 466 454 706
17 81531120 811 349 817 343 356 804 788 372
17 81531122 345 815 341 819 682 478 462 698
17 81531123 813 347 817 343 376 784 806 354
17 81531125 343 817 339 821 687 473 465 695
17 81531126 815 345 819 341 378 782 800 360
17 81531128 343 817 343 817 706 454 480 680
17 81531129 817 343 817 343 382 778 798 362
17 81531131 343 817 343 817 672 488 472 688
17 81531132 817 343 817 343 340 820 806 354
17 81531134 343 817 341 819 711 449 461 699
17 81531135 817 343 817 343 381 779 781 379
17 81531137 343 817 343 817 686 474 454 706
17 81531138 817 343 819 341 366 794 824 336
17 81531140 343 817 343 817 689 471 475 685
17 81531141 817 343 817 343 351 809 787 373
17 81531143 343 817 343 817 713 447 473 687
17 81531144 819 341 817 343 383 777 803 357
17 81531146 343 817 343 817 677 483 459 701
17 81531147 817 343 817 343 340 820 808 352
17 81531149 343 817 341 819 693 467 469 691
17 81531150 817 343 817 343 358 802 790 370
17 81531152 341 819 343 817 683 477 483 677
17 81531153 817 343 819 341 379 781 799 361
17 81531155 343 817 343 817 690 470 450 710
17 81531156 817 343 817 343 345 815 793 367
17 81531158 343 817 341 819 686 474 474 686
17 81531159 817 343 819 341 356 804 816 344
17 81531161 343 817 343 817 688 472 468 692
17 81531162 817 343 817 343 377 783 781 379
17 81531164 341 819 343 817 690 470 474 686
17 81531165 819 341 817 343 363 797 803 357
17 81531167 343 817 343 817 696 464 478 682
17 81531168 819 341 817 343 359 801 815 345
17 81531170 341 819 343 817 693 467 473 687
17 81531171 817 343 817 343 375 785 773 387
17 81531173 343 817 343 817 690 470 472 688
17 81531174 819 341 817 343 345 815 805 355
17 81531176 341 819 343 817 701 459 477 683
17 81531177 817 343 819 341 359 801 791 369
17 81531179 343 817 341 819 690 470 484 676
17 81531180 817 343 819 341 373 787 771 389
17 81531182 343 817 343 817 688 472 466 694
17 81531183 817 343 817 343 355 805 805 355
17 81531185 343 817 343 817 706 454 480 680
17 81531186 817 343 817 343 352 808 802 358
17 81531188 343 817 341 819 699 461 481 679
17 81531189 817 343 817 343 366 794 796 364
17 81531191 343 817 343 817 698 462 484 676
17 81531192 817 343 817 343 355 805 795 365
17 81531194 343 817 343 817 688 472 466 694
17 81531195 817 343 817 343 350 810 782 378
17 81531197 343 817 343 817 708 452 484 676
17 81531198 817 343 819 341 370 790 786 374
17 81531200 343 817 343 817 686 474 472 688
17 81531201 817 343 817 343 353 807 805 355
17 81531203 343 817 343 817 686 474 474 686
17 81531204 817 343 817 343 364 796 800 360
17 81531206 343 817 343 817 718 442 492 668
17 81531207 817 343 817 343 368 792 784 376
17 81531209 343 817 341 819 685 475 459 701
17 81531210 819 341 817 343 356 804 802 358
17 81531212 343 817 343 817 694 466 474 686
17 81531213 817 343 817 343 352 808 814 346
17 81531215 343 817 343 817 695 465 477 683
17 81531216 817 343 817 343 367 793 789 371
17 81531218 341 819 343 817 680 480 468 692
17 81531219 819 341 817 343 358 802 784 376
17 81531221 341 819 343 817 710 450 478 682
17 81531222 819 341 817 343 364 796 822 338
17 81531224 343 817 343 817 683 477 467 693
17 81531225 817 343 817 343 354 806 778 382
17 81531227 343 817 341 819 692 468 494 666
17 81531228 817 343 817 343 373 787 801 359
17 81531230 343 817 343 817 676 484 476 684
17 81531231 817 343 817 343 364 796 802 358
17 81531233 343 817 343 817 703 457 479 681
17 81531234 817 343 817 343 366 794 788 372
17 81531236 343 817 343 817 686 474 466 694
17 81531237 817 343 819 341 354 806 810 350
17 81531239 341 819 343 817 669 491 481 679
17 81531240 819 341 817 343 353 807 791 369
17 81531242 343 817 341 819 710 450 484 676
17 81531243 817 343 817 343 368 792 776 384
17 81531245 343 817 343 817 678 482 470 690
17 81531246 817 343 819 341 361 799 797 363
17 81531248 343 817 343 817 702 458 476 684
17 81531249 817 343 817 343 354 806 786 374
17 81531251 343 817 343 817 706 454 478 682
17 81531252 819 341 817 343 369 791 799 361
17 81531254 341 819 343 817 678 482 474 686
17 81531255 817 343 817 343 354 806 792 368
17 81531257 343 817 343 817 685 475 477 683
17 81531258 817 343 817 343 368 792 804 356
17 81531260 341 819 343 817 684 476 472 688
17 81531261 819 341 817 343 379 781 783 377
17 81531263 343 817 343 817 694 466 454 706
17 81531264 817 343 817 343 336 824 800 360
17 81531266 343 817 341 819 694 466 480 680
17 81531267 817 343 817 343 368 792 816 344
17 81531269 343 817 343 817 671 489 453 707
17 81531270 817 343 819 341 364 796 776 384
17 81531272 343 817 343 817 707 453 489 671
17 81531273 817 343 817 343 366 794 796 364
17 81531275 343 817 343 817 688 472 472 688
17 81531276 817 343 817 343 368 792 800 360
17 81531278 343 817 341 819 678 482 476 684
17 81531279 817 343 817 343 366 794 792 368
17 81531281 343 817 343 817 687 473 473 687
17 81531282 817 343 817 343 370 790 800 360
17 81531284 343 817 343 817 695 465 485 675
17 81531285 817 343 817 343 365 795 805 355
17 81531287 343 817 343 817 680 480 472 688
17 81531288 817 343 817 343 363 797 775 385
17 81531290 343 817 341 819 703 457 479 681
17 81531291 817 343 819 341 363 797 799 361
17 81531293 343 817 343 817 682 478 472 688
17 81531294 817 343 819 341 336 824 798 362
17 81531296 343 817 343 817 684 476 482 678
17 81531297 817 343 817 343 383 777 791 369
17 81531299 341 819 343 817 689 471 483 677
17 81531300 817 343 819 341 377 783 785 375
17 81531302 343 817 343 817 679 481 481 679
17 81531303 817 343 817 343 360 800 804 356
17 81531305 343 817 343 817 689 471 481 679
17 81531306 817 343 817 343 351 809 793 367
17 81531308 343 817 341 819 701 459 483 677
17 81531309 817 343 817 343 367 793 775 385
17 81531311 343 817 343 817 677 483 477 683
17 81531312 817 343 817 343 361 799 821 339
17 81531314 343 817 343 817 703 457 477 683
17 81531315 817 343 817 343 375 785 771 389
17 81531317 343 817 343 817 679 481 471 689
17 81531318 817 343 817 343 360 800 796 364
17 81531320 343 817 343 817 681 479 469 691
17 81531321 817 343 817 343 360 800 814 346
17 81531323 343 817 341 819 705 455 465 695
17 81531324 817 343 817 343 376 784 788 372
17 81531326 341 819 343 817 672 488 480 680
17 81531327 819 341 817 343 370 790 804 356
17 81531329 343 817 343 817 691 469 471 689
17 81531330 817 343 817 343 347 813 799 361
17 81531332 343 817 343 817 675 485 479 681
17 81531333 817 343 819 341 369 791 791 369
17 81531335 343 817 343 817 658 502 486 674
17 81531336 819 341 817 343 375 785 793 367
17 81531338 343 817 343 817 702 458 484 676
17 81531339 817 343 817 343 348 812 800 360
17 81531341 343 817 343 817 676 484 470 690
17 81531342 817 343 817 343 378 782 784 376
17 81531344 343 817 341 819 671 489 485 675
17 81531345 817 343 819 341 373 787 801 359
17 81531347 341 819 343 817 706 454 478 682
17 81531348 817 343 819 341 354 806 784 376
17 81531350 343 817 343 817 671 489 477 683
17 81531351 817 343 817 343 370 790 792 368
17 81531353 343 817 341 819 680 480 478 682
17 81531354 817 343 817 343 368 792 784 376
17 81531356 343 817 343 817 682 478 482 678
17 81531357 817 343 817 343 357 803 807 353
17 81531359 343 817 343 817 682 478 478 682
17 81531360 817 343 817 343 366 794 778 382
17 81531362 343 817 343 817 698 462 478 682
17 81531363 817 343 817 343 345 815 793 367
17 81531365 343 817 343 817 674 486 480 680
17 81531366 819 341 817 343 375 785 815 345
17 81531368 343 817 343 817 696 464 472 688
17 81531369 817 343 817 343 382 778 778 382
17 81531371 343 817 343 817 701 459 489 671
17 81531372 817 343 817 343 369 791 789 371
17 81531374 343 817 343 817 682 478 482 678
17 81531375 817 343 817 343 355 805 791 369
17 81531377 343 817 343 817 701 459 479 681
17 81531378 817 343 817 343 364 796 776 384
17 81531380 341 819 343 817 681 479 473 687
17 81531381 817 343 817 343 353 807 803 357
17 81531383 343 817 341 819 699 461 501 659
17 81531384 817 343 817 343 363 797 785 375
17 81531386 343 817 343 817 693 467 477 683
17 81531387 817 343 819 341 364 796 776 384
17 81531389 343 817 341 819 675 485 499 661
17 81531390 819 341 819 341 357 803 805 355
17 81531392 343 817 343 817 711 449 481 679
17 81531393 817 343 817 343 348 812 788 372
17 81531395 343 817 341 819 677 483 477 683
17 81531396 817 343 819 341 372 788 788 372
17 81531398 343 817 341 819 694 466 478 682
17 81531399 817 343 819 341 378 782 804 356
17 81531401 343 817 343 817 686 474 476 684
17 81531402 817 343 817 343 361 799 801 359
17 81531404 343 817 341 819 670 490 500 660
17 81531405 817 343 819 341 372 788 780 380
17 81531407 343 817 341 819 704 456 474 686
17 81531408 817 343 819 341 371 789 783 377
17 81531410 343 817 341 819 678 482 482 678
17 81531411 817 343 819 341 360 800 816 344
17 81531413 343 817 341 819 682 478 490 670
17 81531414 817 343 819 341 374 786 792 368
17 81531416 343 817 343 817 666 494 480 680
17 81531417 817 343 819 341 384 776 788 372
17 81531419 343 817 343 817 673 487 475 685
17 81531420 817 343 817 343 356 804 802 358
17 81531422 343 817 341 819 708 452 474 686
17 81531423 817 343 817 343 387 773 779 381
17 81531425 343 817 343 817 669 491 487 673
17 81531426 817 343 819 341 360 800 796 364
17 81531428 343 817 341 819 671 489 487 673
17 81531429 817 343 817 343 344 816 804 356
17 81531431 343 817 341 819 676 484 488 672
17 81531432 817 343 817 343 402 758 780 380
17 81531434 342 818 342 818 679 481 483 677
17 81531435 818 342 818 342 350 810 780 380
17 81531437 342 818 342 818 690 470 474 686
17 81531438 818 342 818 342 358 802 812 348
17 81531440 342 818 342 818 675 485 465 695
17 81531441 818 342 818 342 373 787 783 377
17 81531443 342 818 342 818 676 484 494 666
17 81531444 818 342 818 342 359 801 791 369
17 81531446 342 818 342 818 695 465 483 677
17 81531447 818 342 818 342 379 781 799 361
17 81531449 342 818 342 818 680 480 474 686
17 81531450 818 342 818 342 358 802 780 380
17 81531452 342 818 342 818 682 478 466 694
17 81531453 818 342 818 342 370 790 794 366
17 81531455 342 818 342 818 657 503 471 689
17 81531456 818 342 818 342 366 794 808 352
17 81531458 342 818 342 818 683 477 489 671
17 81531459 818 342 818 342 372 788 778 382
17 81531461 342 818 342 818 673 487 469 691
17 81531462 818 342 818 342 372 788 798 362
17 81531464 342 818 342 818 674 486 484 676
17 81531465 818 342 818 342 361 799 793 367
17 81531467 342 818 342 818 682 478 484 676
17 81531468 818 342 818 342 370 790 800 360
17 81531470 342 818 342 818 685 475 485 675
17 81531471 818 342 818 342 371 789 783 377
17 81531473 342 818 342 818 671 489 473 687
17 81531474 818 342 818 342 353 807 787 373
17 81531476 342 818 342 818 692 468 490 670
17 81531477 818 342 818 342 390 770 800 360
17 81531479 342 818 342 818 680 480 470 690
17 81531480 818 342 818 342 351 809 781 379
17 81531482 342 818 342 818 678 482 478 682
17 81531483 818 342 818 342 370 790 820 340
17 81531485 342 818 342 818 687 473 481 679
17 81531486 818 342 818 342 378 782 780 380
17 81531488 342 818 342 818 692 468 480 680
17 81531489 818 342 818 342 361 799 791 369
17 81531491 342 818 342 818 679 481 487 673
17 81531492 818 342 818 342 365 795 803 357
17 81531494 342 818 342 818 688 472 478 682
17 81531495 818 342 818 342 359 801 789 371
17 81531497 342 818 342 818 681 479 489 671
17 81531498 818 342 818 342 371 789 781 379
17 81531500 342 818 342 818 672 488 486 674
17 81531501 818 342 818 342 367 793 797 363
17 81531503 342 818 342 818 686 474 478 682
17 81531504 818 342 818 342 384 776 794 366
17 81531506 343 817 343 817 684 476 484 676
17 81531507 819 341 817 343 364 796 794 366
17 81531509 343 817 343 817 671 489 487 673
17 81531510 819 341 817 343 349 811 793 367
17 81531512 341 819 343 817 688 472 486 674
17 81531513 817 343 817 343 382 778 790 370
17 81531515 343 817 343 817 678 482 478 682
17 81531516 819 341 817 343 363 797 783 377
17 81531518 343 817 343 817 672 488 484 676
17 81531519 817 343 817 343 358 802 812 348
17 81531521 341 819 343 817 675 485 491 669
17 81531522 817 343 817 343 396 764 784 376
17 81531524 341 819 343 817 664 496 486 674
17 81531525 819 341 817 343 373 787 791 369
17 81531527 341 819 343 817 692 468 462 698
17 81531528 819 341 817 343 354 806 820 340
17 81531530 341 819 343 817 665 495 497 663
17 81531531 819 341 817 343 382 778 780 380
17 81531533 341 819 343 817 673 487 487 673
17 81531534 819 341 817 343 365 795 785 375
17 81531536 343 817 343 817 692 468 466 694
17 81531537 817 343 817 343 360 800 798 362
17 81531539 341 819 343 817 667 493 493 667
17 81531540 819 341 817 343 377 783 775 385
17 81531542 341 819 343 817 689 471 467 693
17 81531543 819 341 817 343 362 798 786 374
17 81531545 343 817 343 817 683 477 489 671
17 81531546 817 343 817 343 354 806 800 360
17 81531548 341 819 341 819 680 480 474 686
17 81531549 819 341 817 343 377 783 795 365
17 81531551 341 819 343 817 676 484 474 686
17 81531552 817 343 817 343 360 800 770 390
17 81531554 343 817 343 817 681 479 489 671
17 81531555 819 341 817 343 368 792 790 370
17 81531557 343 817 343 817 686 474 480 680
17 81531558 817 343 819 341 363 797 795 365
17 81531560 343 817 343 817 677 483 483 677
17 81531561 817 343 817 343 369 791 777 383
17 81531563 343 817 343 817 682 478 476 684
17 81531564 817 343 817 343 364 796 796 364
17 81531566 343 817 343 817 688 472 470 690
17 81531567 817 343 817 343 377 783 791 369
17 81531569 343 817 343 817 675 485 499 661
17 81531570 817 343 817 343 355 805 795 365
17 81531572 343 817 341 819 693 467 473 687
17 81531573 817 343 817 343 366 794 790 370
17 81531575 343 817 343 817 667 493 491 669
17 81531576 817 343 817 343 369 791 799 361
17 81531578 343 817 343 817 689 471 483 677
17 81531579 817 343 817 343 368 792 766 394
17 81531581 343 817 343 817 681 479 479 681
17 81531582 817 343 817 343 360 800 800 360
17 81531584 343 817 343 817 675 485 479 681
17 81531585 819 341 817 343 375 785 807 353
17 81531587 343 817 343 817 679 481 489 671
17 81531588 817 343 817 343 365 795 767 393
17 81531590 341 819 343 817 693 467 489 671
17 81531591 817 343 819 341 365 795 807 353
17 81531593 341 819 343 817 672 488 490 670
17 81531594 819 341 817 343 367 793 785 375
17 81531596 343 817 343 817 675 485 485 675
17 81531597 817 343 817 343 379 781 771 389
17 81531599 343 817 343 817 675 485 479 681
17 81531600 817 343 817 343 372 788 806 354
17 81531602 343 817 341 819 681 479 489 671
17 81531603 817 343 817 343 366 794 784 376
17 81531605 341 819 343 817 687 473 475 685
17 81531606 817 343 817 343 356 804 796 364
17 81531608 343 817 343 817 688 472 490 670
17 81531609 817 343 817 343 356 804 786 374
17 81531611 343 817 341 819 693 467 491 669
17 81531612 817 343 819 341 402 758 782 378
17 81531614 344 816 344 816 676 484 468 692
17 81531615 820 340 816 344 367 793 805 355
17 81531617 345 815 345 815 680 480 472 688
17 81531618 819 341 815 345 368 792 802 358
17 81531620 343 817 347 813 678 482 488 672
17 81531621 818 342 814 346 367 793 781 379
17 81531623 344 816 350 810 687 473 493 667
17 81531624 818 342 812 348 378 782 780 380
17 81531626 344 816 350 810 676 484 476 684
17 81531627 820 340 812 348 370 790 770 390
17 81531629 345 815 353 807 690 470 502 658
17 81531630 818 342 810 350 355 805 799 361
17 81531632 347 813 355 805 656 504 482 678
17 81531633 816 344 808 352 372 788 780 380
17 81531635 343 817 353 807 667 493 473 687
17 81531636 819 341 805 355 382 778 780 380
17 81531638 340 820 354 806 675 485 489 671
17 81531639 820 340 806 354 365 795 785 375
17 81531641 342 818 358 802 670 490 480 680
17 81531642 818 342 804 356 378 782 778 382
17 81531644 335 825 355 805 683 477 481 679
17 81531645 821 339 803 357 349 811 781 379
17 81531647 335 825 353 807 673 487 505 655
17 81531648 824 336 802 358 371 789 763 397
17 81531650 336 824 358 802 677 483 473 687
17 81531651 818 342 802 358 379 781 769 391
17 81531653 336 824 356 804 700 460 474 686
17 81531654 824 336 804 356 342 818 770 390
17 81531656 338 822 356 804 674 486 504 656
17 81531657 821 339 801 359 377 783 787 373
17 81531659 339 821 359 801 660 500 480 680
17 81531660 818 342 802 358 371 789 753 407
17 81531662 335 825 355 805 696 464 486 674
17 81531663 826 334 802 358 358 802 774 386
17 81531665 340 820 358 802 680 480 494 666
17 81531666 822 338 798 362 357 803 775 385
17 81531668 343 817 365 795 679 481 507 653
17 81531669 814 346 798 362 371 789 771 389
17 81531671 341 819 359 801 697 463 503 657
17 81531672 820 340 804 356 364 796 768 392
17 81531675 818 342 798 362 370 790 772 388
17 81531678 818 342 798 362 373 787 755 405
17 81531680 346 814 362 798 675 485 493 667
17 81531681 812 348 794 366 365 795 783 377
17 81531686 348 812 366 794 662 498 518 642
17 81531698 346 814 370 790 674 486 478 682
17 81531701 347 813 373 787 671 489 489 671
17 81531704 346 814 372 788 693 467 511 649
17 81531705 815 345 791 369 383 777 749 411
17 81531707 344 816 374 786 660 500 492 668
17 81531708 813 347 785 375 359 801 769 391
17 81531710 348 812 376 784 667 493 495 665
17 81531722 346 814 378 782 668 492 490 670
17 81531723 813 347 779 381 403 757 755 405
21 43335871 786 374 828 332 773 387 343 817
21 43335874 778 382 806 354 781 379 345 815
21 43335883 782 378 814 346 788 372 336 824
21 43335889 785 375 813 347 793 367 343 817
21 43335892 787 373 817 343 785 375 333 827
21 43335898 791 369 815 345 804 356 344 816
21 43335901 792 368 818 342 793 367 355 805
21 43335904 786 374 818 342 777 383 355 805
21 43335907 793 367 811 349 793 367 333 827
21 43335908 388 772 346 814 451 709 741 419
21 43335910 792 368 818 342 785 375 363 797
21 43335913 792 368 812 348 800 360 356 804
21 43335914 383 777 341 819 432 728 740 420
21 43335916 805 355 819 341 810 350 324 836
21 43335917 382 778 342 818 441 719 747 413
21 43335919 797 363 817 343 799 361 353 807
21 43335920 382 778 348 812 437 723 741 419
21 43335922 790 370 812 348 799 361 357 803
21 43335923 372 788 346 814 436 724 738 422
21 43335925 808 352 822 338 803 357 331 829
21 43335928 798 362 816 344 787 373 337 823
21 43335929 377 783 347 813 434 726 752 408
21 43335931 793 367 815 345 798 362 336 824
21 43335932 373 787 341 819 447 713 737 423
21 43335934 807 353 813 347 793 367 367 793
21 43335937 798 362 818 342 809 351 327 833
21 43335938 373 787 343 817 433 727 741 419
21 43335940 811 349 823 337 803 357 343 817
21 43335943 819 341 821 339 806 354 346 814
21 43335946 801 359 809 351 807 353 331 829
21 43335949 803 357 815 345 784 376 358 802
21 43335952 813 347 829 331 810 350 330 830
21 43335955 811 349 821 339 819 341 341 819
21 43335958 807 353 811 349 808 352 332 828
21 43335961 817 343 821 339 825 335 345 815
21 43335964 811 349 811 349 794 366 346 814
21 43335967 818 342 818 342 815 345 339 821
21 43335970 813 347 823 337 821 339 345 815
21 43335973 813 347 807 353 811 349 339 821
21 43335979 817 343 817 343 803 357 345 815
21 43335982 823 337 809 351 841 319 353 807
21 43335983 344 816 356 804 432 728 724 436
21 43335985 810 350 814 346 811 349 351 809
21 43335988 814 346 814 346 818 342 332 828
21 43335991 815 345 815 345 812 348 346 814
21 43335994 811 349 819 341 809 351 347 813
21 43335997 823 337 819 341 822 338 346 814
21 43335998 347 813 355 805 419 741 753 407
21 43336000 815 345 813 347 814 346 348 812
21 43336003 807 353 815 345 806 354 340 820
21 43336006 819 341 819 341 822 338 340 820
21 43336009 811 349 811 349 825 335 347 813
21 43336012 817 343 817 343 801 359 345 815
21 43336015 807 353 819 341 825 335 331 829
21 43336018 817 343 811 349 815 345 359 801
21 43336021 815 345 821 339 815 345 341 819
21 43336022 347 813 357 803 423 737 741 419
21 43336024 815 345 815 345 816 344 332 828
21 43336027 823 337 809 351 820 340 356 804
21 43336030 808 352 818 342 811 349 339 821
21 43336033 828 332 822 338 826 334 348 812
21 43336034 350 810 346 814 424 736 738 422
21 43336036 812 348 816 344 828 332 336 824
21 43336039 808 352 810 350 797 363 343 817
21 43336042 826 334 818 342 820 340 362 798
21 43336045 808 352 818 342 817 343 325 835
21 43336048 810 350 814 346 800 360 364 796
21 43336051 824 336 820 340 814 346 346 814
21 43336054 808 352 816 344 816 344 330 830
21 43336057 812 348 806 354 817 343 365 795
21 43336060 818 342 818 342 819 341 331 829
21 43336063 813 347 811 349 813 347 351 809
21 43336066 816 344 818 342 818 342 354 806
21 43336069 816 344 818 342 814 346 324 836
21 43336070 348 812 354 806 417 743 745 415
21 43336072 816 344 810 350 809 351 341 819
21 43336073 356 804 348 812 417 743 735 425
21 43336075 812 348 810 350 802 358 358 802
21 43336078 826 334 810 350 833 327 347 813
21 43336081 820 340 814 346 827 333 345 815
21 43336084 804 356 812 348 802 358 334 826
21 43336085 350 810 348 812 426 734 734 426
21 43336087 820 340 818 342 812 348 352 808
21 43336090 810 350 814 346 811 349 335 825
21 43336093 820 340 804 356 825 335 351 809
21 43336096 836 324 820 340 818 342 350 810
21 43336099 808 352 818 342 819 341 343 817
21 43336105 816 344 816 344 825 335 319 841
21 43336108 813 347 811 349 818 342 346 814
21 43336111 815 345 815 345 813 347 351 809
21 43336112 355 805 347 813 411 749 747 413
21 43336114 815 345 819 341 819 341 345 815
21 43336117 813 347 815 345 811 349 357 803
21 43336120 812 348 810 350 809 351 327 833
21 43336123 826 334 814 346 825 335 361 799
21 43336126 814 346 808 352 811 349 345 815
21 43336129 818 342 818 342 829 331 343 817
21 43336130 346 814 358 802 417 743 741 419
21 43336132 814 346 812 348 814 346 344 816
21 43336135 801 359 809 351 799 361 343 817
21 43336138 813 347 809 351 819 341 351 809
21 43336141 821 339 813 347 820 340 344 816
21 43336144 813 347 805 355 830 330 342 818
21 43336147 817 343 809 351 801 359 351 809
21 43336148 359 801 347 813 423 737 739 421
21 43336150 815 345 817 343 821 339 341 819
21 43336153 817 343 805 355 820 340 354 806
21 43336156 817 343 821 339 812 348 344 816
21 43336159 811 349 815 345 826 334 330 830
21 43336162 815 345 809 351 810 350 368 792
21 43336165 813 347 813 347 810 350 350 810
21 43336168 821 339 821 339 816 344 336 824
21 43336171 809 351 809 351 813 347 349 811
21 43336174 815 345 811 349 828 332 340 820
